SourceKey,Post_Url,SourceId,CreateDate,Deal_Type,Price,Area,CurrencyId,AddressText,CadastralCode,From_Gov,Lat,Long,Description
MYHOME,https://www.myhome.ge/ka/product?id=7814878,7814878,2017-05-28 14:23:55,1,21000.00,290,1,"ქალაქი - თბილისი, რაიონი - გლდანი, უბანი - გლდანის მიკრორაიონები  (I-VIII), გლდანის III მ/რ",None,No,,,"იყიდება გლდანში  290 კვ/მეტრი მიწის ნაკვეთი ცენტრაული გზის პირას, III მ/რ, გაფორმებული, ნებისმიერი ტიპის მშენებლობის ნებართვით კომერციული, საცხოვრებელი სახლი 5 სართულამდე. 38 კვადრატული შენობა ნაგებობა აშენებულია, ყველანაირი კომუნიკაცია ადგილამდეა მიყვანილი, ხეხილით.
ფასი: 21000$
ტელ: 568040303; 597922103 ნანა; კატო

"
MYHOME,https://www.myhome.ge/ka/product?id=7741182,7741182,2017-05-28 14:23:53,1,31000.00,53,1,"ქალაქი - თბილისი, რაიონი - ნაძალადევი, უბანი - სან. ზონა",None,No,,,"ბინა იმათთვის ვინც ამჟამად   მ(ზ ად)ა ა ბინის შესაძენად! სან-ზონის ცენტრში გარემონტებული 2.5 ოთახიანი  ბინა ჩაშენებული კარადებით, მ/პ ფანჯრები ღრმაღელის მეტროს თავზე ."
MYHOME,https://www.myhome.ge/ka/product?id=7743721,7743721,2017-05-28 14:23:42,3,250.00,50,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,"ქირავდება ახალ აშენებულ კორპუს ""DONA PALACE""-ში 2(ორ) ოთახიანი ახალი გარემონტებული ბინა ყველანაირი ავეჯითა და ტექნიკით ჯიქიას ქუჩაზე."
MYHOME,https://www.myhome.ge/ka/product?id=7767858,7767858,2017-05-28 14:23:42,3,600.00,65,3,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,"წყნარ და გამწვანებულ ადგილას, ქირავდება 2,5 ოთახიანი ბინა ყველანაირი ავეჯითა და ტექნიკით, დიდი აივნით ვაჟა-ფშაველას VI კვარტალში ახლოს მაღლივ კორპუსთან და ახალ მეტროსთან ."
MYHOME,https://www.myhome.ge/ka/product?id=7813524,7813524,2017-05-28 14:23:42,3,200.00,38,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,"ქავთარაძის ქუჩაზე (""Dunkin donats""-თან) ქირავდება 1 ოთახიანი ახალი გარემონტებული ბინა ყველანაირი ავეჯითა და ტექნიკით ."
MYHOME,https://www.myhome.ge/ka/product?id=7813585,7813585,2017-05-28 14:23:42,3,230.00,55,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,"ვაჟა-ფშაველას ძეგლთან ქირავდება 2 ოთახიანი გარემონტებული ბინა, კარგი ხედით,ყველანაირი ავეჯითა და ტექნიკით მეტროდან 500 მეტრში."
MYHOME,https://www.myhome.ge/ka/product?id=7814877,7814877,2017-05-28 14:23:18,3,270.00,73,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიღმის მასივი (I-VI), ამერიკის საელჩოს მიმდებარედ",None,No,,,"ბინა არის უცხოვრებელი, ყველაფრით უზრუნველყოფილი.სააგენტოები ნუ გამომეხმაურებით."
MYHOME,https://www.myhome.ge/ka/product?id=7652774,7652774,2017-05-28 14:21:27,1,53000.00,150,1,"ქალაქი - ბათუმი, ჯორჯიაშვილის ქუჩა / 12",None,No,,,"სასწრაფოდ იყიდება 150 კვმ სახლი ავეჯით 3 აივნით  და 2 სარდაფით ,ფასზე შეიძლება დალაპარაკება"
MYHOME,https://www.myhome.ge/ka/product?id=7814876,7814876,2017-05-28 14:21:25,3,270.00,72,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიღმის მასივი (I-VI), ამერიკის საელჩოსთან ახლოს",None,No,,,"ბინა არის იდეალურ მდგომარეობაში. ახალი გარემოტებული ევრო რემოტით, ავეჯით. სააგენტოები ნუ შემეხმიანებიან.ტ557969597"
MYHOME,https://www.myhome.ge/ka/product?id=7777333,7777333,2017-05-28 14:20:53,1,40000.00,70,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ბოგდან  ხმელნიცკის ტერიტორია, ფრესკოსთან",None,No,,,"იყიდება სასწრაფოდ,პრესტიჟულ ადგილას ფრესკოსთან,3-ოთახიანი გარემონტებული ბინა ჩოლოყაშვილზე, ვანა-ტუალეტი კაფელ მეტლახში, საშხაპით, დიდი სამზარეულო, 2 საძინებელი ცალ ცალკე შესასვლელით, პარკეტით. შუაში ზალა. 8 სართულიანი კორპუსის მაღალ პირველ სართულზე. ქვეშ 45 მ² ნახევარსარდაფით რომელსაც აქვს დამოუკიდებელი ჩასასვლელი სადარბაზოდან, მაღალჭერიანი 4მ ჭერით.ახლოსაა კარფურიც და მეტროც, 3 გაჩერება. ტელ:598 55 88 65"
MYHOME,https://www.myhome.ge/ka/product?id=7775274,7775274,2017-05-28 14:31:39,1,47000.00,68,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,"ჟვანიას 10(კეკელიძის გაგრძელება)4 წლის აშენებულ კორპუსში,67კვ.-59კვ.-46კვ. და 42კვადრატული ბინები(სრული თეთრი კარკასი).ხედი მთაწმინდაზე და ქალაქზე (თუ გსურთ გავარემონტებთ თქვენი გემოვნებით)"
MYHOME,https://www.myhome.ge/ka/product?id=7719529,7719529,2017-05-28 14:31:32,1,42000.00,59,1,"ქალაქი - თბილისი, რაიონი - მთაწმინდა, უბანი - ვერა",None,No,,,"ჟვანიას 10(კეკელიძის გაგრძელება)4 წლის აშენებულ კორპუსში,67კვ.-59კვ.-46კვ. და 42კვადრატული ბინები(სრული თეთრი კარკასი).ხედი მთაწმინდაზე და ქალაქზე (თუ გსურთ გავარემონტებთ თქვენი გემოვნებით)"
MYHOME,https://www.myhome.ge/ka/product?id=7814895,7814895,2017-05-28 14:31:30,1,32500.00,75,1,"ქალაქი - თბილისი, რაიონი - გლდანი, უბანი - მუხიანი, me4b mikroraioni.korpusi 42",None,No,,,var mepatrone fasze dalaparakeba sheidzleba.
MYHOME,https://www.myhome.ge/ka/product?id=7798310,7798310,2017-05-28 14:31:23,1,49000.00,94,1,"ქალაქი - თბილისი, რაიონი - ნაძალადევი, უბანი - ნაძალადევი, აფხაზეთის ქუჩა",None,No,,,აფხაზეთის ქუჩაზე საკუთარი სახლის მეორე სართულზე(პირველ სართულთან ერთადაც იყიდება)3 ოთახიანი გარემონტებული ბინა
MYHOME,https://www.myhome.ge/ka/product?id=7814894,7814894,2017-05-28 14:31:21,3,350.00,65,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიდუბე, სტანისლავსკის ქუჩა",None,No,,,"ქირავდება ბინა, დიდუბე პლაზას უკან, ახლოს წერეთლის გამზირთან, სტანისლავსკის ქუჩაზე, ახალ აშენებულ კორპუსში, ცენტრალური გათბობით, კონდიციონერით, ახალი ავეჯით ტეკნკით, აბაზანა ახალ კაფელ მეტლახში, ბინაში არის ყველა პირობა"
MYHOME,https://www.myhome.ge/ka/product?id=7814893,7814893,2017-05-28 14:31:19,3,250.00,70,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - დიდი დიღომი, 3-მიკრო",None,No,,,
MYHOME,https://www.myhome.ge/ka/product?id=7814892,7814892,2017-05-28 14:31:12,1,630000.00,900,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ისანი, მეტროსთან",None,No,,,"იყიდება 3 სართულიანი შენობა. 900 კვ. მ. მეტრო ისანთან. ხალხმრავალ ადგილას.პარკინგით. გამოდგება ნებისმიერი დანიშნულებისთვის. ( სასტუმრო, საოფისე შენობა, სკოლა, სასწავლო ცენტრი და ა. შ. ). ფასი 630 000 დოლარი. ტელ. 599278588"
MYHOME,https://www.myhome.ge/ka/product?id=7776390,7776390,2017-05-28 14:31:08,1,61900.00,92,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიდუბე",None,No,,,მე-3 კვარტალში(სასწრაფოსთან ახლას) ვყიდი 4 ოთახიან ბინას(2 ოთახიანი მიშენებით)გარემონტებული გამჭოლი ბინა აივნით
MYHOME,https://www.myhome.ge/ka/product?id=7801423,7801423,2017-05-28 14:31:04,1,40000.00,83,1,"ქალაქი - თბილისი, რაიონი - სამგორი, უბანი - მოსკოვის გამზირი, ქინძმარაულის ქუჩა",None,No,,,"სასწრაფოდ და იაფად იყიდება მოსკოვის პროექტის ახალ გარემონტბული 3.5-იანი გამჭოლი და ნათელი ბინა.რემონტის შემდეგ უცხოვრებელი,გაკეტებულია მაღალი ხარისხის მასალებით.შეცვლილი აქვ ელექტროობა და სველი წერტილები.ლამინირებული იატაკი,მეტალოპლასტმასის ფანჯრები,შეკიდული ჭერი,სათავსოები,რკინის კარები.აქვს გამწვანებული და წყნარი ეზო,ბავშვების გასართობი მოწყობილობებით და მინი სტადიონით.კორპუსი არის უმყარესი ნაგებობა. იჩქარეთ-TEL:598 55 88 65"
MYHOME,https://www.myhome.ge/ka/product?id=7798381,7798381,2017-05-28 14:31:01,1,45000.00,60,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, modulis win",None,No,,,"ვაჟა ფშაველას მე-2 კვარტალში(მოდულის წინ,წითელი აგურის სახლი)ახალაშენებულ სახლში 60კვ 2 ოთახიანი ბინა.მრიცხველებით"
MYHOME,https://www.myhome.ge/ka/product?id=7763585,7763585,2017-05-28 14:30:52,1,120000.00,1200,1,"ქალაქი - თბილისი, რაიონი - სამგორი, უბანი - სამგორი, კაიროს დასახლება",None,No,,,"სასწრაფოდ იყიდება სამ სართულიანი საკუთარი სახლი ავტო ფარეხით,ცენტრალური გათბობით,მოქმედი ბუხრით,კაიროს დასახლებაში. ოთახების არაჩვეულებრივი განლაგებით. მესამე სართულზე არის დიდი ზალა შავი კარკასის მდგომარეობით. ეზოში არის აშენებული ნაგებობა 200კვ.(რომელიც არის კარგი შემოსავლის წყარო). ნაგებობას აქვს ექვსი ოთახი,ყველა ოთახი არის სველი წერტილით.აქედან სამი ოთახი არის გაქირავებული თითო 300 ლარად და კიდევ სამი გასაქირავებელია.მთლიანად გაქირავების შემთხვევაში შემოსავალი შეადგენს 18000 ლარს.აქვს დიდი ეზო 600კვ. იჩქარეთ ტელ:598 55 88 65"
MYHOME,https://www.myhome.ge/ka/product?id=7710766,7710766,2017-05-28 14:30:21,1,60000.00,221,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ბოგდან  ხმელნიცკის ტერიტორია",None,No,,,"იყიდება ისანში, ბოგდანხმელნიცკის ტერიტორიაზე მაღალი პირველი სართულის კუთხის ნათელი და მზიანი ბინა ახალი გარემონტებული,რომელსაც აქვს ორი სართული და შესაძლებელია ცალ-ცალკე გაყიდვა.მეორე სართული არის საცხოვრებელი122კვ. და ფასი შეადგენს 60000$. ბინა არის ახალი გარემონტებული,რჩება სამზარეულო და ზალის კედლის ავეჯი.ბინას აქვს რკინის კარი,ცენტრალური გათბობა,მეტალოპლასტმასის კარ-ფანჯარა,ლამინირებული იატაკი,ლამაზი ფორმის შეკიდული ჭერი,ახალი კარებები.რემონტი არის უმაღლესი ხარისხის მასალებით გაკეთებული. აქვს წყნარი ეზო!   + 87კვ. პირველი სართული,შავი კარკასის მდგომარეობაშია და გაკეთებულია საცხოვრებლად ტიხრები+12კვ.სარდაფი. ფასი 25000$. ორივეს გაყიდვის შენთხვევაში საერთო ფასი იქნება 76000$ ტელ:598 55 88 65"
MYHOME,https://www.myhome.ge/ka/product?id=7814891,7814891,2017-05-28 14:29:01,1,11000.00,150,1,"ქალაქი - თეთრიწყარო, asurettan","
840441107
",No,,,
MYHOME,https://www.myhome.ge/ka/product?id=7801351,7801351,2017-05-28 14:28:39,1,48000.00,83,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ისანი, ქეთევან წამებულის ქუჩა",None,No,,,"იყიდება მოსკოვის პროექტის 3.5-იანი.გამჭოლი ნათელი ბინა ძველი რემონტით,იატაკი კარგ მდგომარეობაში.მდებარეობს პრესტიჟულ ადგილას,ისნის მეტროდან 100-მეტრში.აქვს აივანი,მყუდრო ეზო, გამწვანებული სკვერი ბავშვების გასართობი მოწყობილობებით,ახლოს არის სუპერმარკეტები,ბანკები,აფთიაქები და თითქმის ყველაფერი."
MYHOME,https://www.myhome.ge/ka/product?id=7801436,7801436,2017-05-28 14:28:26,1,27000.00,60,1,"ქალაქი - თბილისი, რაიონი - სამგორი, უბანი - მოსკოვის გამზირი, ვეჯინთან ახლოს",None,No,,,"სასწრაფოდ და იაფად იყიდება მოსკოვის გამზირზე, ვეჯინთან ახლოს,სამ ოთახიანი სუფთა ბინა.მეტალოპლასტმასის ფანჯრები,კონდიციონერი,გამათბობელი კარმა,წყლის გამათბობელი კალონკა.ბინა არის დერეფნული სისტემის,აქვს წყნარი ეზო.ახლოს არის სუპერმარკეტები,სკოლა,ბაღი,ბანკები,აფთიაქები და სხვა.იჩქარეთ   tel:598 66 88 65"
MYHOME,https://www.myhome.ge/ka/product?id=7814890,7814890,2017-05-28 14:28:24,3,270.00,73,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიღმის მასივი (I-VI), ამერიკის საელჩოს მიმდებარედ",None,No,,,"ბინა არის უცხოვრებელი, ყველაფრით უზრუნველყოფილი.სააგენტოები ნუ გამომეხმაურებით."
MYHOME,https://www.myhome.ge/ka/product?id=7814889,7814889,2017-05-28 14:27:41,3,450.00,37,3,"ქალაქი - თბილისი, რაიონი - მთაწმინდა, უბანი - მთაწმინდა, Xidis q 1",None,No,,,"Qiravdeba  bina , gamodgeba rogorc ojaxistvis ase komerciul partad, bina aris dzalian komportuli aseve binashi ais aveji da teqnika . 595 70 73 28 eto
"
MYHOME,https://www.myhome.ge/ka/product?id=7797259,7797259,2017-05-28 14:26:45,1,20500.00,34,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ბოგდან  ხმელნიცკის ტერიტორია, ბერი გაბრიელ სალოსის გამზირი",None,No,,,"სასწრაფოდ და იაფად იყიდება ერთ ოთახიანი  სუფთა ბინა,ლამაზი ხედებით. კარგ ადგილას.ახლოს არის სუპერნარკეტი ზღაპარი,აფთიაქები,სკოლა,საბავშვო ბაღი,მყუდრო ეზოთი."
MYHOME,https://www.myhome.ge/ka/product?id=7797239,7797239,2017-05-28 14:26:38,1,37000.00,83,1,"ქალაქი - თბილისი, რაიონი - სამგორი, უბანი - მოსკოვის გამზირი, ქინძმარაულის შესახვევი",None,No,,,"სასწრაფოდ და იაფად იყიდება,ქინძმარაულის შესახვევში,მეხუთე საავადმყოფოსთან სამ ოთახიანი ჩეხური კუთხის ნათელი და თბილი სუფთა ბინა,ორი აივნით.ქვს სათავსოები ეგრედწოდებული (სუშილკა).წყნარი და მყუდრო ეზოთი."
MYHOME,https://www.myhome.ge/ka/product?id=7814888,7814888,2017-05-28 14:26:37,7,120.00,70,3,ქალაქი - ბათუმი,None,No,,,"ქირავდება ბინა დღიურად ბათუმში, ხიმშიაშვილზე, 9 სართულზე, 
2 საძინებლით, 70კვ-120ლარი. 555 57 20 95 "
MYHOME,https://www.myhome.ge/ka/product?id=7779485,7779485,2017-05-28 14:33:56,3,400.00,110,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - ვაჟა-ფშაველას გამზ.",None,No,,,ვაჟა ფსაველას მე-2 კვარტალში(სკოლასთან)ცალკე მდგომი შენობა 55კვ და იმავე ფართის მეორე სართული
MYHOME,https://www.myhome.ge/ka/product?id=7747905,7747905,2017-05-28 14:33:49,7,80.00,75,3,"ქალაქი - ბათუმი, ინასარიძის 24, ბინა 5",05.24.09.002,Yes,41.63226836145258,41.607075333595276,"ბათუმში ზღვასთან ახლოს ქირავდება სამ ოთახიანი კომფორტული ბინა დამსვენებებზე. ბინა არის აღჭურვილი ყველა საჭირო ტექნიკით და ავეჯით. არის მუდმივი ცივი და ცხელი წყალი.უკაბელო ინტერნეტი. ბინაში არის სამი იზოლირებული საძინებელი ოთახი ზღვის ხედით. არის პარკირების ადგილი. ფასი: მაისი-ივნისი 80-100ლარი, ივლისი-აგვისტო 100-120 ლარი, სექტემბერი-80 ლარი. ფასი დამოკიდებულია დაჯავშნილი დღეების რაოდენობაზე.მისამართი.ბათუმი, ინასარიძის 24 ბ 5.
მობ:  598 09 33 00."
MYHOME,https://www.myhome.ge/ka/product?id=7656120,7656120,2017-05-28 14:33:47,1,39000.00,72,1,"ქალაქი - თბილისი, რაიონი - ვაკე, უბანი - ნუცუბიძის მიკრორაიონები (I-V), nucubizis 4 m/raioni",None,No,,,2 ოთახიანი ლოჯით ჩესური პროექტის ბინა ნუცუბიძის  4 მ/რ-ნი
MYHOME,https://www.myhome.ge/ka/product?id=7604834,7604834,2017-05-28 14:33:41,1,58500.00,71,1,"ქალაქი - თბილისი, რაიონი - ნაძალადევი, უბანი - ნაძალადევი, მანჯგალაძის ქ.",None,Checked,41.73306430744423,44.79772388935089,"იყიდება 3-ოთახიანი, ახალი გარემონტებული ბინა, ახალ აშენებულ კორპუსში მეტრო ნაძალადევის მოპირდაპირე მხარეს. ბინა არის ძალიან ნათელი, სამი აივნით, ცენტრალური გათბობით, დაგებულია ლამინატი, სააბაზანოში კაფელ-მეტლახი, არის სტუდიოს ტიპი, ძალიან ლამაზი რემონტით, პანორამული ხედით.
შესაძლებელია ფასზე დალაპარაკება."
MYHOME,https://www.myhome.ge/ka/product?id=7814898,7814898,2017-05-28 14:33:37,3,250.00,55,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, კუტუზოვის მიმდებარედ",None,No,,,2ოთახი კუტუზოვის მიმდებარედ ავეჯით და ტექნიკით სააგენტოები ნუ გამომეხმაურებით
MYHOME,https://www.myhome.ge/ka/product?id=7570965,7570965,2017-05-28 14:33:33,1,36000.00,52,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, ნუცუბიძის 3მ/რ",None,No,,,ნუცუბიძის მე-3 მ/რაიონში მე-3 კვარტალში იყიდება ლვოვის პრ.2 ოთახიანი ბინა
MYHOME,https://www.myhome.ge/ka/product?id=7706756,7706756,2017-05-28 14:33:25,1,49000.00,88,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, პოლიტკოვსკაიას ქ",None,No,,,ჯიქიას(პოლიტკოვსკაიას) ქუჩაზე ახალაშენებულ კორპუსში(შესახლებული) 88კვ კუთხის 3 ოთახიანი ბინა შავი კარკასი აივნით ლიფტით
MYHOME,https://www.myhome.ge/ka/product?id=7746988,7746988,2017-05-28 14:33:12,1,59000.00,360,1,მცხეთის რაიონი - მისაქციელი,None,No,,,"ვყიდი მისაქციელში ძალიან კარგ ადგილას(სკოლასთან, გზატკეცილიდან 100მეტრში)ნახევარსარდა 2 დიდი ოთახი და პირველი და მეორე სართული,ალიუმინის სახურავი ნერჟავეიკით,მუდმივი და ასევე ჭის წყალი,იქვეა სარწყავი არხი,გაზი შეყვანილია,ეზოში 22  ნერგია ჩარგული,თუ ახალ მესაკუთრეს ექნება მეორე სახლის აშენების სურვილი ნაკვეთის ადგილმდებარეობა საუკეთესოა.აივნიდან იშლება ხედი მდ.არაგვის ხეობაში და ასევე ჩანს კავკასიონის ქედი "
MYHOME,https://www.myhome.ge/ka/product?id=7814897,7814897,2017-05-28 14:33:11,1,40000.00,120,1,"ქალაქი - თბილისი, რაიონი - ისანი, უბანი - ვაზისუბანი",None,No,,,სასწრაფოდ იყიდება 5ოთახიანი ლვოვის პროექტის სარემონტო ბინა 9სართულზე რკინის კარით   ფასი40000$  ტელ.597448868   574149685
MYHOME,https://www.myhome.ge/ka/product?id=7814896,7814896,2017-05-28 14:33:06,3,270.00,73,1,"ქალაქი - თბილისი, რაიონი - დიდუბე, უბანი - დიღმის მასივი (I-VI), ამერიკის საელჩოს მიმდებარედ",None,No,,,"ბინა არის უცხოვრებელი,ყველაფრით უზრუნველყოფილი.სააგენტოები ნუ გამომეხმაურებით."
MYHOME,https://www.myhome.ge/ka/product?id=7747009,7747009,2017-05-28 14:32:59,1,59000.00,360,1,დუშეთის რაიონი - ბულაჩაური,None,No,,,"ვყიდი მისაქციელში ძალიან კარგ ადგილას(სკოლასთან, გზატკეცილიდან 100მეტრში)ნახევარსარდა 2 დიდი ოთახი და პირველი და მეორე სართული,ალიუმინის სახურავი ნერჟავეიკით,მუდმივი და ასევე ჭის წყალი,იქვეა სარწყავი არხი,გაზი შეყვანილია,ეზოში 22  ნერგია ჩარგული,თუ ახალ მესაკუთრეს ექნება მეორე სახლის აშენების სურვილი ნაკვეთის ადგილმდებარეობა საუკეთესოა.აივნიდან იშლება ხედი მდ.არაგვის ხეობაში და ასევე ჩანს კავკასიონის ქედი "
MYHOME,https://www.myhome.ge/ka/product?id=7804459,7804459,2017-05-28 14:32:50,1,51900.00,61,1,"ქალაქი - თბილისი, რაიონი - ნაძალადევი, უბანი - სან. ზონა, ლომთათიძის ქ",None,No,,,"ახალაშენებულ კორპუსში(კიკვიძის ბაღთან ახლოს)ხარისხიანად გარემონტებული 2.5 ოთახიანი ბინა აივნით,ავეჯის დიდი ნაწილი რჩება"
MYHOME,https://www.myhome.ge/ka/product?id=7437072,7437072,2017-05-28 14:32:35,1,36000.00,72,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო",None,No,,,ნუცუბიძის 4 მ/რ-ის დასაწყისში თუხარელის პრ.2 ოთახიანი უცხოვრებელი ნათელი ბინა 2სვ წერტილი 
MYHOME,https://www.myhome.ge/ka/product?id=7711682,7711682,2017-05-28 14:32:26,1,47000.00,67,1,"ქალაქი - თბილისი, რაიონი - ვაკე, უბანი - ვაკე, ჟვანიას ქ",None,No,,,"ჟვანიას 10(კეკელიძის გაგრძელება)4 წლის აშენებულ კორპუსში,67კვ.-59კვ.-46კვ. და 42კვადრატული ბინები(სრული თეთრი კარკასი).ხედი მთაწმინდაზე და ქალაქზე (თუ გსურთ გავარემონტებთ თქვენი გემოვნებით)"
MYHOME,https://www.myhome.ge/ka/product?id=7711674,7711674,2017-05-28 14:32:20,1,42000.00,59,1,"ქალაქი - თბილისი, რაიონი - ვაკე, უბანი - ვაკე, ჟვანიას 10",None,No,,,"ჟვანიას 10(კეკელიძის გაგრძელება)4 წლის აშენებულ კორპუსში,67კვ.-59კვ.-46კვ. და 42კვადრატული ბინები(სრული თეთრი კარკასი).ხედი მთაწმინდაზე და ქალაქზე (თუ გსურთ გავარემონტებთ თქვენი გემოვნებით)"
MYHOME,https://www.myhome.ge/ka/product?id=7802854,7802854,2017-05-28 14:32:13,1,23000.00,31,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, ქავთარაძის ქ",None,No,,,გარემონტებული სრული ავეჯით და ტექნიკით მანსარდული ტიპის 1.5 ოთახიანი ბინა ქავთარაძის ქუჩაზე(ფეხბურთის სკოლასთან)
MYHOME,https://www.myhome.ge/ka/product?id=7758699,7758699,2017-05-28 14:32:06,1,43900.00,74,1,"ქალაქი - თბილისი, რაიონი - საბურთალო, უბანი - საბურთალო, qavtarazis q",None,No,,,"ვყიდი ქავთარაძის ქუჩაზე 74კვ (მაღალი პირველი სართული)3 ოთახიან ბინას ლოჯით და 12კვ სარდაფით (ჩასასვლელი ლოჯიდან,აქვს ფანჯარა)სველი წერტილი მოწესრიგებულია.მ/პ ფანჯრებით"
